,ecg1,ecg2,ecg3,ecg4,emg1,emg2,emg3,emg4
0,1.1060654500863953,1.0955812851186821,1.0746336809542276,0.980083706184964,0.10395374083838452,0.06206845827663564,0.050444661892563615,0.010116385486701941
1,-0.07905633460751987,-0.030578799451831506,-0.0980531501282621,0.06826986745822017,0.05765894024737307,0.04137319023230135,0.021073435835661937,0.057435713110754155
2,0.2603398772588964,0.31395964603701243,0.23799174875429074,0.32737279772795846,0.02457550792995505,0.10779729479290305,0.07425780801497245,0.03539709074505749
3,0.21771331075587885,0.19601995927684157,0.19511491371374035,0.30125862264625436,0.048370942696565514,0.0708525646274026,0.0573590630436288,0.10561962543098861
4,-0.08474557085789125,-0.0523566899118158,-0.10384845151331346,0.0655033627653156,0.07105807740083744,0.04627779591971883,0.0480739713710643,0.046882089603136716
5,-0.07826921187997643,-0.04008875128656081,-0.09736640112858619,0.06976179892648116,0.09091859642332728,0.11993574715551905,0.11884213722295811,0.1131227921368257
6,-0.03417276710722972,0.039415793021931766,-0.05349626221811438,0.10151045720677365,0.0639796664579843,0.10927151992709211,0.08586456617131111,0.01835328373805636
7,0.23774114912130784,0.15463764178202388,0.21463450666559625,0.3190313479325847,0.09909649572686106,0.07059088250048536,0.031611752684004985,0.08716635536117948
8,-0.11656544043744266,-0.10858358979657123,-0.13072236703472334,0.06504500347275394,0.12936854435072573,0.05371130270003177,0.09655361077248974,0.08332831853416696
9,-0.3128718180419412,-0.034471316543229436,-0.33140984517606314,-0.09319655024563644,0.07085645925515886,0.09340069702629034,0.09501190964730795,0.0674247267708189
10,0.07309683530557626,0.21603432891065288,0.05518039661850138,0.18303402991289974,0.11557727176313498,0.11060378776247196,0.07615336914322866,0.0627560504811585
11,0.46098394865414904,0.4165728574091998,0.4407952249538456,0.48522222738933296,0.052223717267171045,0.0634642589180117,0.09084243240443785,0.0856006389671504
12,0.10936175910473533,0.03551246676627018,0.09770576825288418,0.23130660285732074,0.08702080956799566,0.059224494971893686,0.1112254862427344,0.05968659831263705
13,-0.01682409820254077,0.01097516294788492,-0.034749810690564154,0.12068223860533911,0.10075717526431492,0.10814920122038962,0.037591079239732275,0.10383153421159239
14,0.00011102234015991641,0.032890636021613906,-0.01848156748881502,0.13301182700816883,0.09104170121399621,0.0426178035119309,0.11179740659846933,0.0701233862579565
15,0.15675886981819287,0.32386813964427996,0.1213005621330443,0.23424405148785954,0.0614502806141631,0.03703035600320129,0.07305969425784747,0.059550599361771143
16,0.11162307742183386,0.024568076060393407,0.10969350378602072,0.2383253035112196,0.11515313829596643,0.0589662299841675,0.11070984824745761,0.0881033899445717
17,0.42633836888793886,-0.057349546635647675,0.17477087574551653,0.24635807173760138,0.11573226998909757,0.12191625899497299,0.06106179017528091,0.10619829975415315
18,0.00987354232584603,0.09334641234280994,-0.02500960682847958,0.12976396886064623,0.033808464884697804,0.06147842928770944,0.07517195094722885,0.05725657088122914
